review_id,k,year,score,classification
CD002243,125,2020.0,100.0,Robust
CD002243,126,2020.0,100.0,Robust
CD002243,127,2020.0,100.0,Robust
CD002243,128,2020.0,100.0,Robust
CD002243,129,2020.0,100.0,Robust
CD002243,130,2020.0,100.0,Robust
CD002243,131,2020.0,100.0,Robust
CD002243,132,2020.0,100.0,Robust
CD002243,133,2020.0,100.0,Robust
CD002243,134,2020.0,100.0,Robust
CD002243,135,2020.0,100.0,Robust
CD002243,136,2020.0,100.0,Robust
CD002243,137,2020.0,100.0,Robust
CD002243,138,2020.0,100.0,Robust
CD002243,139,2020.0,100.0,Robust
CD002243,140,2020.0,100.0,Robust
CD002243,141,2020.0,100.0,Robust
CD002243,142,2020.0,100.0,Robust
CD002243,143,2020.0,100.0,Robust
CD002243,144,2020.0,100.0,Robust
CD002243,145,2020.0,100.0,Robust
CD002243,146,2021.0,100.0,Robust
CD002243,147,2021.0,100.0,Robust
CD002243,148,2021.0,100.0,Robust
CD002243,149,2021.0,100.0,Robust
CD002243,150,2021.0,100.0,Robust
CD002243,151,2021.0,100.0,Robust
CD002243,152,2021.0,100.0,Robust
CD002243,153,2021.0,100.0,Robust
CD002243,154,2021.0,100.0,Robust
CD002243,155,2021.0,100.0,Robust
CD002243,156,2021.0,100.0,Robust
CD002243,157,2021.0,100.0,Robust
CD002243,158,2021.0,100.0,Robust
CD002243,159,2021.0,100.0,Robust
CD002243,160,2022.0,100.0,Robust
CD002243,161,2022.0,100.0,Robust
CD002243,162,2022.0,100.0,Robust
CD002243,163,2022.0,100.0,Robust
CD002243,164,2022.0,100.0,Robust
CD002243,165,2022.0,100.0,Robust
CD002243,166,2022.0,100.0,Robust
CD002243,167,2022.0,100.0,Robust
CD002243,168,2022.0,100.0,Robust
CD002243,169,2022.0,100.0,Robust
CD002243,170,2022.0,100.0,Robust
CD002243,171,2022.0,100.0,Robust
CD002243,172,2022.0,100.0,Robust
CD002243,173,2023.0,100.0,Robust
CD002243,174,2023.0,100.0,Robust
CD002243,175,2023.0,100.0,Robust
CD002243,176,2023.0,100.0,Robust
CD002243,177,2023.0,100.0,Robust
CD002243,178,2023.0,100.0,Robust
CD002243,179,2023.0,100.0,Robust
CD002243,180,2023.0,100.0,Robust
CD002290,3,1993.0,0.0,Unstable
CD002290,4,1993.0,0.0,Unstable
CD002290,5,1994.0,0.0,Unstable
CD002290,6,1994.0,0.0,Unstable
CD002290,7,1996.0,0.0,Unstable
CD002290,8,1996.0,37.5,Unstable
CD002290,9,2001.0,87.5,Moderate
CD002290,10,2001.0,100.0,Robust
CD002290,11,2006.0,100.0,Robust
CD002290,12,2006.0,100.0,Robust
CD002290,13,2006.0,100.0,Robust
CD002290,14,2006.0,100.0,Robust
CD002290,15,2016.0,100.0,Robust
CD002290,16,2016.0,100.0,Robust
CD002303,3,2013.0,50.0,Fragile
CD002303,4,2018.0,87.5,Moderate
CD002303,5,2019.0,100.0,Robust
CD002971,3,1984.0,50.0,Fragile
CD002971,4,1984.0,50.0,Fragile
CD002971,5,2005.0,50.0,Fragile
CD002971,6,2013.0,100.0,Robust
CD002971,7,2016.0,0.0,Unstable
CD002971,8,2016.0,100.0,Robust
CD002971,9,2024.0,100.0,Robust
CD002971,10,2024.0,100.0,Robust
CD003218,3,2007.0,0.0,Unstable
CD003218,4,2009.0,0.0,Unstable
CD003218,5,2012.0,0.0,Unstable
CD003331,3,1998.0,0.0,Unstable
CD003331,4,1999.0,0.0,Unstable
CD003331,5,2000.0,0.0,Unstable
CD003331,6,2000.0,0.0,Unstable
CD003331,7,2000.0,0.0,Unstable
CD003331,8,2002.0,0.0,Unstable
CD003331,9,2003.0,0.0,Unstable
CD003331,10,2005.0,0.0,Unstable
CD003331,11,2005.0,0.0,Unstable
CD003331,12,2007.0,0.0,Unstable
CD003331,13,2007.0,0.0,Unstable
CD003331,14,2008.0,0.0,Unstable
CD003331,15,2008.0,0.0,Unstable
CD003331,16,2009.0,0.0,Unstable
CD003331,17,2010.0,0.0,Unstable
CD003331,18,2010.0,0.0,Unstable
CD003331,19,2010.0,0.0,Unstable
CD003331,20,2010.0,0.0,Unstable
CD003331,21,2010.0,0.0,Unstable
CD003331,22,2011.0,0.0,Unstable
CD003331,23,2012.0,0.0,Unstable
CD003331,24,2012.0,0.0,Unstable
CD003331,25,2013.0,0.0,Unstable
CD003331,26,2016.0,0.0,Unstable
CD003331,27,2017.0,0.0,Unstable
CD003331,28,2017.0,0.0,Unstable
CD003331,29,2018.0,0.0,Unstable
CD003331,30,2018.0,0.0,Unstable
CD003331,31,2018.0,0.0,Unstable
CD003331,32,2019.0,0.0,Unstable
CD003331,33,2020.0,0.0,Unstable
CD003331,34,2021.0,0.0,Unstable
CD003331,35,2021.0,0.0,Unstable
CD003357,3,2010.0,25.0,Unstable
CD003357,4,2014.0,62.5,Fragile
CD003357,5,2014.0,100.0,Robust
CD003357,6,2017.0,100.0,Robust
CD003357,7,0,100.0,Robust
CD003376,3,2000.0,0.0,Unstable
CD003376,4,2000.0,0.0,Unstable
CD003376,5,2002.0,0.0,Unstable
CD003376,6,2005.0,0.0,Unstable
CD003376,7,0,0.0,Unstable
CD003376,8,0,0.0,Unstable
CD003376,9,0,0.0,Unstable
CD003376,10,0,0.0,Unstable
CD003376,11,0,0.0,Unstable
CD003376,12,0,0.0,Unstable
CD003376,13,0,0.0,Unstable
CD003376,14,0,0.0,Unstable
CD003376,15,0,0.0,Unstable
CD003414,3,2004.0,0.0,Unstable
CD003414,4,2006.0,0.0,Unstable
CD003414,5,2007.0,0.0,Unstable
CD003414,6,2015.0,0.0,Unstable
CD003414,7,2018.0,0.0,Unstable
CD003414,8,2018.0,0.0,Unstable
CD003414,9,2018.0,0.0,Unstable
CD003414,10,2019.0,0.0,Unstable
CD003414,11,2020.0,0.0,Unstable
CD003414,12,2020.0,0.0,Unstable
CD003414,13,2021.0,0.0,Unstable
CD003414,14,2021.0,0.0,Unstable
CD003414,15,2021.0,0.0,Unstable
CD003414,16,2022.0,0.0,Unstable
CD003429,3,2007.0,0.0,Unstable
CD003429,4,2011.0,0.0,Unstable
CD003429,5,2011.0,0.0,Unstable
CD003429,6,2011.0,0.0,Unstable
CD003477,3,2010.0,0.0,Unstable
CD003477,4,2010.0,0.0,Unstable
CD003477,5,2011.0,0.0,Unstable
CD003477,6,2012.0,0.0,Unstable
CD003477,7,2012.0,0.0,Unstable
CD003477,8,2013.0,0.0,Unstable
CD003477,9,2013.0,0.0,Unstable
CD003477,10,2015.0,0.0,Unstable
CD003477,11,2018.0,0.0,Unstable
CD003511,3,1964.0,0.0,Unstable
CD003511,4,1964.0,0.0,Unstable
CD003511,5,1965.0,0.0,Unstable
CD003511,6,1972.0,0.0,Unstable
CD003511,7,2005.0,0.0,Unstable
CD003511,8,2016.0,0.0,Unstable
CD003519,3,1976.0,0.0,Unstable
CD003519,4,1977.0,0.0,Unstable
CD003519,5,1978.0,0.0,Unstable
CD003519,6,1979.0,0.0,Unstable
CD003519,7,1996.0,0.0,Unstable
CD003519,8,1997.0,25.0,Unstable
CD003519,9,2003.0,37.5,Unstable
CD003519,10,2004.0,37.5,Unstable
CD003519,11,2005.0,100.0,Robust
CD003519,12,2005.0,100.0,Robust
CD003519,13,2009.0,100.0,Robust
CD003519,14,2011.0,100.0,Robust
CD003519,15,2015.0,100.0,Robust
CD003594,3,2009.0,0.0,Unstable
CD003594,4,2009.0,0.0,Unstable
CD003594,5,2009.0,0.0,Unstable
CD003594,6,2009.0,0.0,Unstable
CD003594,7,2009.0,25.0,Unstable
CD003594,8,2009.0,50.0,Fragile
CD003594,9,2009.0,50.0,Fragile
CD003594,10,2009.0,0.0,Unstable
CD003594,11,2010.0,25.0,Unstable
CD003598,3,1989.0,0.0,Unstable
CD003598,4,1990.0,0.0,Unstable
CD003598,5,1991.0,0.0,Unstable
CD003598,6,1992.0,0.0,Unstable
CD003598,7,1993.0,0.0,Unstable
CD003598,8,1993.0,0.0,Unstable
CD003598,9,1994.0,0.0,Unstable
CD003598,10,1994.0,0.0,Unstable
CD003598,11,1994.0,0.0,Unstable
CD003598,12,1994.0,0.0,Unstable
CD003598,13,1994.0,0.0,Unstable
CD003598,14,1998.0,0.0,Unstable
CD003598,15,1999.0,0.0,Unstable
CD003598,16,2000.0,0.0,Unstable
CD003598,17,2000.0,0.0,Unstable
CD003598,18,2002.0,0.0,Unstable
CD003598,19,2003.0,0.0,Unstable
CD003598,20,2011.0,100.0,Robust
CD003598,21,2011.0,100.0,Robust
CD003743,3,1999.0,50.0,Fragile
CD003743,4,1999.0,100.0,Robust
CD003743,5,1999.0,100.0,Robust
CD003743,6,1999.0,100.0,Robust
CD003774,3,1989.0,50.0,Fragile
CD003774,4,1992.0,100.0,Robust
CD003774,5,1992.0,100.0,Robust
CD003774,6,1992.0,100.0,Robust
CD003774,7,1993.0,100.0,Robust
CD003774,8,1993.0,100.0,Robust
CD003774,9,1993.0,100.0,Robust
CD003774,10,1993.0,100.0,Robust
CD003774,11,1993.0,100.0,Robust
CD003774,12,1994.0,100.0,Robust
CD003774,13,1994.0,100.0,Robust
CD003774,14,1994.0,100.0,Robust
CD003774,15,1995.0,100.0,Robust
CD003774,16,1995.0,100.0,Robust
CD003774,17,1995.0,100.0,Robust
CD003774,18,1995.0,100.0,Robust
CD003774,19,1995.0,100.0,Robust
CD003774,20,1995.0,100.0,Robust
CD003774,21,1995.0,100.0,Robust
CD003774,22,1995.0,100.0,Robust
CD003774,23,1995.0,100.0,Robust
CD003774,24,1996.0,100.0,Robust
CD003774,25,1996.0,100.0,Robust
CD003774,26,1997.0,100.0,Robust
CD003774,27,1997.0,100.0,Robust
CD003774,28,1997.0,100.0,Robust
CD003774,29,1997.0,100.0,Robust
CD003774,30,1997.0,100.0,Robust
CD003774,31,1997.0,100.0,Robust
CD003774,32,1997.0,100.0,Robust
CD003774,33,1997.0,100.0,Robust
CD003774,34,1997.0,100.0,Robust
CD003774,35,1997.0,100.0,Robust
CD003774,36,1999.0,100.0,Robust
CD003774,37,1999.0,100.0,Robust
CD003774,38,1999.0,100.0,Robust
CD003774,39,1999.0,100.0,Robust
CD003774,40,2002.0,100.0,Robust
CD003774,41,2002.0,100.0,Robust
CD003774,42,2002.0,100.0,Robust
CD003962,3,2003.0,0.0,Unstable
CD003962,4,2006.0,0.0,Unstable
CD003962,5,2013.0,0.0,Unstable
CD003962,6,2019.0,0.0,Unstable
CD004184,3,2008.0,0.0,Unstable
CD004184,4,2008.0,0.0,Unstable
CD004184,5,2009.0,0.0,Unstable
CD004184,6,2015.0,0.0,Unstable
CD004184,7,2021.0,0.0,Unstable
CD004307,3,2002.0,0.0,Unstable
CD004307,4,2002.0,0.0,Unstable
CD004307,5,2006.0,0.0,Unstable
CD004307,6,2007.0,0.0,Unstable
CD004307,7,2009.0,0.0,Unstable
CD004307,8,2009.0,37.5,Unstable
CD004307,9,2010.0,87.5,Moderate
CD004307,10,2013.0,100.0,Robust
CD004307,11,2014.0,100.0,Robust
CD004307,12,2014.0,100.0,Robust
CD004307,13,2014.0,100.0,Robust
CD004307,14,2014.0,100.0,Robust
CD004307,15,2015.0,100.0,Robust
CD004307,16,2015.0,100.0,Robust
CD004307,17,2015.0,100.0,Robust
CD004307,18,2015.0,100.0,Robust
CD004307,19,2016.0,100.0,Robust
CD004307,20,2016.0,100.0,Robust
CD004307,21,2016.0,100.0,Robust
CD004307,22,2017.0,100.0,Robust
CD004307,23,2017.0,100.0,Robust
CD004307,24,2017.0,100.0,Robust
CD004307,25,2017.0,100.0,Robust
CD004307,26,2017.0,100.0,Robust
CD004307,27,2018.0,100.0,Robust
CD004307,28,2018.0,100.0,Robust
CD004307,29,2018.0,100.0,Robust
CD004307,30,2019.0,100.0,Robust
CD004307,31,2019.0,100.0,Robust
CD004307,32,2019.0,100.0,Robust
CD004307,33,2020.0,100.0,Robust
CD004307,34,2020.0,100.0,Robust
CD004307,35,2020.0,100.0,Robust
CD004307,36,2021.0,100.0,Robust
CD004307,37,2022.0,100.0,Robust
CD004307,38,2023.0,100.0,Robust
CD004307,39,2024.0,100.0,Robust
CD004307,40,0,100.0,Robust
CD004307,41,0,100.0,Robust
CD004307,42,0,100.0,Robust
CD004376,3,1997.0,0.0,Unstable
CD004376,4,1998.0,0.0,Unstable
CD004376,5,1998.0,0.0,Unstable
CD004376,6,1999.0,0.0,Unstable
CD004376,7,1999.0,0.0,Unstable
CD004376,8,1999.0,0.0,Unstable
CD004376,9,2001.0,0.0,Unstable
CD004376,10,2001.0,0.0,Unstable
CD004376,11,2003.0,0.0,Unstable
CD004376,12,2003.0,0.0,Unstable
CD004376,13,2003.0,0.0,Unstable
CD004376,14,2003.0,0.0,Unstable
CD004376,15,2004.0,0.0,Unstable
CD004376,16,2005.0,0.0,Unstable
CD004376,17,2005.0,0.0,Unstable
CD004376,18,2006.0,0.0,Unstable
CD004376,19,2007.0,0.0,Unstable
CD004376,20,2007.0,0.0,Unstable
CD004376,21,2007.0,0.0,Unstable
CD004376,22,2008.0,0.0,Unstable
CD004376,23,2008.0,0.0,Unstable
CD004376,24,2008.0,0.0,Unstable
CD004376,25,2008.0,0.0,Unstable
CD004376,26,2009.0,0.0,Unstable
CD004376,27,2009.0,0.0,Unstable
CD004376,28,2009.0,0.0,Unstable
CD004376,29,2009.0,0.0,Unstable
CD004376,30,2010.0,0.0,Unstable
CD004376,31,2010.0,0.0,Unstable
CD004376,32,2011.0,0.0,Unstable
CD004376,33,2012.0,0.0,Unstable
CD004376,34,2012.0,0.0,Unstable
CD004376,35,2012.0,0.0,Unstable
CD004376,36,2012.0,0.0,Unstable
CD004376,37,2012.0,0.0,Unstable
CD004376,38,2013.0,0.0,Unstable
CD004376,39,2013.0,0.0,Unstable
CD004376,40,2013.0,0.0,Unstable
CD004376,41,2013.0,0.0,Unstable
CD004376,42,2013.0,0.0,Unstable
CD004376,43,2014.0,0.0,Unstable
CD004376,44,2014.0,0.0,Unstable
CD004376,45,2014.0,0.0,Unstable
CD004376,46,2014.0,0.0,Unstable
CD004376,47,2014.0,0.0,Unstable
CD004376,48,2015.0,0.0,Unstable
CD004376,49,2015.0,0.0,Unstable
CD004376,50,2015.0,0.0,Unstable
CD004376,51,2015.0,0.0,Unstable
CD004376,52,2015.0,0.0,Unstable
CD004376,53,2016.0,0.0,Unstable
CD004376,54,2016.0,0.0,Unstable
CD004376,55,2017.0,0.0,Unstable
CD004376,56,2017.0,0.0,Unstable
CD004376,57,2017.0,0.0,Unstable
CD004376,58,2017.0,0.0,Unstable
CD004376,59,2017.0,0.0,Unstable
CD004376,60,2018.0,0.0,Unstable
CD004376,61,2018.0,0.0,Unstable
CD004376,62,2018.0,0.0,Unstable
CD004376,63,2018.0,0.0,Unstable
CD004376,64,2018.0,0.0,Unstable
CD004376,65,2018.0,0.0,Unstable
CD004376,66,2019.0,0.0,Unstable
CD004376,67,2019.0,0.0,Unstable
CD004376,68,2019.0,0.0,Unstable
CD004376,69,2019.0,0.0,Unstable
CD004376,70,2019.0,0.0,Unstable
CD004376,71,2020.0,0.0,Unstable
CD004376,72,2020.0,0.0,Unstable
CD004376,73,2020.0,0.0,Unstable
CD004376,74,2020.0,0.0,Unstable
CD004376,75,2020.0,0.0,Unstable
CD004376,76,2020.0,0.0,Unstable
CD004376,77,2020.0,0.0,Unstable
CD004376,78,2020.0,0.0,Unstable
CD004376,79,2020.0,0.0,Unstable
CD004376,80,2021.0,0.0,Unstable
CD004376,81,2021.0,0.0,Unstable
CD004376,82,2021.0,0.0,Unstable
CD004376,83,2021.0,0.0,Unstable
CD004376,84,2021.0,0.0,Unstable
CD004376,85,2021.0,0.0,Unstable
CD004376,86,2021.0,0.0,Unstable
CD004376,87,2021.0,0.0,Unstable
CD004376,88,2021.0,0.0,Unstable
CD004376,89,2021.0,0.0,Unstable
CD004376,90,2022.0,0.0,Unstable
CD004376,91,2022.0,0.0,Unstable
CD004376,92,2022.0,0.0,Unstable
CD004376,93,2022.0,0.0,Unstable
CD004376,94,2022.0,0.0,Unstable
CD004376,95,2022.0,0.0,Unstable
CD004376,96,2022.0,0.0,Unstable
CD004376,97,2022.0,0.0,Unstable
CD004376,98,2023.0,0.0,Unstable
CD004376,99,2023.0,0.0,Unstable
CD004376,100,2023.0,0.0,Unstable
CD004376,101,2023.0,0.0,Unstable
CD004376,102,2023.0,0.0,Unstable
CD004376,103,2023.0,0.0,Unstable
CD004376,104,0,0.0,Unstable
CD004406,3,1991.0,0.0,Unstable
CD004406,4,1996.0,0.0,Unstable
CD004406,5,1997.0,0.0,Unstable
CD004406,6,2002.0,0.0,Unstable
CD004417,3,2001.0,87.5,Moderate
CD004417,4,2001.0,100.0,Robust
CD004417,5,2001.0,100.0,Robust
CD004417,6,2001.0,100.0,Robust
CD004417,7,2002.0,100.0,Robust
CD004417,8,2002.0,100.0,Robust
CD004417,9,2005.0,100.0,Robust
CD004417,10,2005.0,100.0,Robust
CD004417,11,2006.0,100.0,Robust
CD004417,12,2006.0,100.0,Robust
CD004417,13,2012.0,100.0,Robust
CD004417,14,2012.0,100.0,Robust
CD004417,15,2012.0,100.0,Robust
CD004417,16,2021.0,100.0,Robust
CD004417,17,2021.0,100.0,Robust
CD004508,3,2001.0,0.0,Unstable
CD004508,4,2009.0,0.0,Unstable
CD004508,5,2009.0,0.0,Unstable
CD004508,6,2015.0,0.0,Unstable
CD004661,3,2003.0,0.0,Unstable
CD004661,4,2003.0,0.0,Unstable
CD004661,5,2006.0,0.0,Unstable
CD004661,6,2006.0,0.0,Unstable
CD004661,7,2008.0,0.0,Unstable
CD004661,8,2008.0,0.0,Unstable
CD004661,9,2020.0,0.0,Unstable
CD004661,10,2020.0,0.0,Unstable
CD004661,11,2023.0,0.0,Unstable
CD004661,12,2023.0,0.0,Unstable
CD004667,3,1994.0,0.0,Unstable
CD004667,4,1995.0,0.0,Unstable
CD004667,5,1996.0,0.0,Unstable
CD004667,6,1996.0,0.0,Unstable
CD004667,7,2000.0,0.0,Unstable
CD004667,8,2000.0,0.0,Unstable
CD004667,9,2001.0,0.0,Unstable
CD004667,10,2001.0,0.0,Unstable
CD004667,11,2003.0,0.0,Unstable
CD004667,12,2011.0,0.0,Unstable
CD004667,13,2012.0,25.0,Unstable
CD004667,14,2013.0,37.5,Unstable
CD004667,15,2013.0,75.0,Moderate
CD004667,16,2020.0,75.0,Moderate
CD004736,3,1966.0,100.0,Robust
CD004736,4,1971.0,100.0,Robust
CD004736,5,1976.0,100.0,Robust
CD004736,6,1980.0,100.0,Robust
CD004736,7,1983.0,100.0,Robust
CD004736,8,1989.0,100.0,Robust
CD004736,9,1991.0,100.0,Robust
CD004736,10,1997.0,100.0,Robust
CD004736,11,1997.0,100.0,Robust
CD004736,12,2003.0,100.0,Robust
CD004736,13,2003.0,100.0,Robust
CD004736,14,2012.0,100.0,Robust
CD004762,3,2012.0,62.5,Fragile
CD004762,4,2018.0,62.5,Fragile
CD004762,5,2018.0,75.0,Moderate
CD004871,3,2014.0,12.5,Unstable
CD004871,4,2014.0,62.5,Fragile
CD004871,5,2014.0,87.5,Moderate
CD004925,3,1995.0,50.0,Fragile
CD004925,4,1995.0,100.0,Robust
CD004925,5,1995.0,100.0,Robust
CD004925,6,1995.0,100.0,Robust
CD004925,7,1996.0,100.0,Robust
CD004925,8,1996.0,100.0,Robust
CD004925,9,1996.0,100.0,Robust
CD004925,10,1998.0,100.0,Robust
CD004925,11,1998.0,100.0,Robust
CD004925,12,1998.0,100.0,Robust
CD004925,13,1998.0,100.0,Robust
CD004925,14,1998.0,100.0,Robust
CD004925,15,1998.0,100.0,Robust
CD004925,16,2000.0,100.0,Robust
CD004925,17,2000.0,100.0,Robust
CD004925,18,2000.0,100.0,Robust
CD004925,19,2005.0,100.0,Robust
CD004925,20,2005.0,100.0,Robust
CD004925,21,2013.0,100.0,Robust
CD004925,22,2013.0,100.0,Robust
CD004925,23,2013.0,100.0,Robust
CD004925,24,2016.0,100.0,Robust
CD004925,25,2016.0,100.0,Robust
CD004925,26,2016.0,100.0,Robust
CD004925,27,2020.0,100.0,Robust
CD004925,28,2020.0,100.0,Robust
CD004925,29,2020.0,100.0,Robust
CD004925,30,2022.0,100.0,Robust
CD004925,31,2022.0,100.0,Robust
CD004953,3,2015.0,0.0,Unstable
CD004953,4,2017.0,0.0,Unstable
CD004953,5,2017.0,0.0,Unstable
CD004953,6,2017.0,0.0,Unstable
CD004953,7,2017.0,0.0,Unstable
CD004953,8,2019.0,0.0,Unstable
CD004953,9,2019.0,0.0,Unstable
CD004953,10,2021.0,0.0,Unstable
CD004953,11,2021.0,0.0,Unstable
CD005133,3,1994.0,0.0,Unstable
CD005133,4,2001.0,50.0,Fragile
CD005133,5,2001.0,50.0,Fragile
CD005133,6,2006.0,0.0,Unstable
CD005133,7,2006.0,100.0,Robust
CD005133,8,2006.0,100.0,Robust
CD005133,9,2006.0,100.0,Robust
CD005133,10,2006.0,100.0,Robust
CD005133,11,2008.0,100.0,Robust
CD005133,12,2008.0,100.0,Robust
CD005133,13,2008.0,100.0,Robust
CD005133,14,2008.0,0.0,Unstable
CD005133,15,2008.0,0.0,Unstable
CD005133,16,2008.0,0.0,Unstable
CD005133,17,2008.0,0.0,Unstable
CD005133,18,2008.0,0.0,Unstable
CD005133,19,2008.0,0.0,Unstable
CD005133,20,2010.0,25.0,Unstable
CD005133,21,2010.0,75.0,Moderate
CD005133,22,2019.0,75.0,Moderate
CD005133,23,2019.0,75.0,Moderate
CD005133,24,2019.0,37.5,Unstable
CD005133,25,2019.0,0.0,Unstable
CD005133,26,2023.0,0.0,Unstable
CD005133,27,2023.0,0.0,Unstable
CD005133,28,2023.0,0.0,Unstable
CD005133,29,2023.0,0.0,Unstable
CD005133,30,2023.0,0.0,Unstable
CD005133,31,2023.0,37.5,Unstable
CD005133,32,2023.0,87.5,Moderate
CD005133,33,2023.0,87.5,Moderate
CD005133,34,2023.0,75.0,Moderate
CD005133,35,2023.0,0.0,Unstable
CD005133,36,2023.0,0.0,Unstable
CD005133,37,2023.0,0.0,Unstable
CD005133,38,2023.0,0.0,Unstable
CD005133,39,2023.0,50.0,Fragile
CD005187,3,2000.0,100.0,Robust
CD005187,4,2006.0,100.0,Robust
CD005187,5,2009.0,100.0,Robust
CD005343,3,2010.0,50.0,Fragile
CD005343,4,2010.0,100.0,Robust
CD005343,5,2010.0,50.0,Fragile
CD005343,6,2010.0,50.0,Fragile
CD005343,7,2015.0,87.5,Moderate
CD005343,8,2015.0,100.0,Robust
CD005343,9,2015.0,100.0,Robust
CD005343,10,2015.0,100.0,Robust
CD005343,11,2015.0,100.0,Robust
CD005343,12,2015.0,100.0,Robust
CD005343,13,2015.0,100.0,Robust
CD005343,14,2015.0,100.0,Robust
CD005343,15,2016.0,100.0,Robust
CD005343,16,2016.0,100.0,Robust
CD005343,17,2016.0,100.0,Robust
CD005343,18,2016.0,100.0,Robust
CD005343,19,2016.0,100.0,Robust
CD005343,20,2016.0,100.0,Robust
CD005343,21,2016.0,100.0,Robust
CD005343,22,2016.0,100.0,Robust
CD005343,23,2016.0,100.0,Robust
CD005343,24,2016.0,100.0,Robust
CD005343,25,2016.0,100.0,Robust
CD005343,26,2016.0,100.0,Robust
CD005343,27,2016.0,100.0,Robust
CD005343,28,2016.0,100.0,Robust
CD005343,29,2016.0,100.0,Robust
CD005343,30,2016.0,100.0,Robust
CD005343,31,2016.0,100.0,Robust
CD005495,3,2002.0,0.0,Unstable
CD005495,4,2005.0,0.0,Unstable
CD005495,5,2009.0,0.0,Unstable
CD005495,6,2009.0,0.0,Unstable
CD005495,7,2012.0,0.0,Unstable
CD005495,8,2014.0,0.0,Unstable
CD005495,9,2019.0,0.0,Unstable
CD005566,3,1997.0,0.0,Unstable
CD005566,4,1998.0,0.0,Unstable
CD005566,5,1999.0,0.0,Unstable
CD005566,6,2001.0,0.0,Unstable
CD005566,7,2003.0,0.0,Unstable
CD005566,8,2005.0,0.0,Unstable
CD005566,9,2005.0,0.0,Unstable
CD005566,10,2005.0,0.0,Unstable
CD005566,11,2006.0,0.0,Unstable
CD005566,12,2007.0,0.0,Unstable
CD005566,13,2007.0,0.0,Unstable
CD005566,14,2007.0,0.0,Unstable
CD005566,15,2009.0,0.0,Unstable
CD005566,16,2009.0,0.0,Unstable
CD005566,17,2011.0,0.0,Unstable
CD005566,18,2011.0,0.0,Unstable
CD005566,19,2012.0,0.0,Unstable
CD005566,20,2012.0,0.0,Unstable
CD005566,21,2012.0,100.0,Robust
CD005566,22,2012.0,100.0,Robust
CD005566,23,2013.0,100.0,Robust
CD005566,24,2015.0,75.0,Moderate
CD005566,25,2017.0,75.0,Moderate
CD005566,26,2018.0,75.0,Moderate
CD005566,27,2019.0,75.0,Moderate
CD005566,28,2020.0,75.0,Moderate
CD005595,3,1987.0,0.0,Unstable
CD005595,4,1989.0,0.0,Unstable
CD005595,5,1993.0,0.0,Unstable
CD005595,6,1996.0,0.0,Unstable
CD005595,7,1996.0,0.0,Unstable
CD005595,8,2016.0,0.0,Unstable
CD005595,9,2016.0,0.0,Unstable
CD005595,10,2016.0,0.0,Unstable
CD005595,11,2020.0,0.0,Unstable
CD005595,12,2020.0,0.0,Unstable
CD005595,13,2020.0,0.0,Unstable
CD005595,14,2020.0,0.0,Unstable
CD005595,15,2020.0,0.0,Unstable
CD005595,16,2021.0,0.0,Unstable
CD005595,17,0,0.0,Unstable
CD005595,18,0,0.0,Unstable
CD005595,19,0,0.0,Unstable
CD005595,20,0,0.0,Unstable
CD005595,21,0,0.0,Unstable
CD005595,22,0,0.0,Unstable
CD005595,23,0,0.0,Unstable
CD005595,24,0,0.0,Unstable
CD005595,25,0,0.0,Unstable
CD005595,26,0,0.0,Unstable
CD005595,27,0,0.0,Unstable
CD005595,28,0,0.0,Unstable
CD005595,29,0,0.0,Unstable
CD005595,30,0,0.0,Unstable
CD005595,31,0,0.0,Unstable
CD005595,32,0,0.0,Unstable
CD005951,3,2006.0,50.0,Fragile
CD005951,4,2008.0,0.0,Unstable
CD005951,5,2012.0,0.0,Unstable
CD005951,6,2012.0,0.0,Unstable
CD005951,7,2019.0,0.0,Unstable
CD006023,3,2002.0,75.0,Moderate
CD006023,4,2003.0,75.0,Moderate
CD006023,5,2003.0,100.0,Robust
CD006023,6,2004.0,100.0,Robust
CD006023,7,2004.0,100.0,Robust
CD006023,8,2005.0,100.0,Robust
CD006023,9,2005.0,100.0,Robust
CD006023,10,2006.0,100.0,Robust
CD006023,11,2007.0,100.0,Robust
CD006023,12,2008.0,100.0,Robust
CD006023,13,2008.0,100.0,Robust
CD006023,14,2009.0,100.0,Robust
CD006023,15,2009.0,100.0,Robust
CD006023,16,2010.0,100.0,Robust
CD006023,17,2011.0,100.0,Robust
CD006023,18,2012.0,100.0,Robust
CD006124,3,2005.0,0.0,Unstable
CD006124,4,2006.0,0.0,Unstable
CD006124,5,2010.0,0.0,Unstable
CD006124,6,2017.0,0.0,Unstable
CD006140,3,0,25.0,Unstable
CD006140,4,0,62.5,Fragile
CD006140,5,0,75.0,Moderate
CD006140,6,0,75.0,Moderate
CD006140,7,0,87.5,Moderate
CD006140,8,0,100.0,Robust
CD006185,3,2002.0,0.0,Unstable
CD006185,4,2002.0,0.0,Unstable
CD006185,5,2002.0,0.0,Unstable
CD006185,6,2004.0,0.0,Unstable
CD006185,7,2004.0,0.0,Unstable
CD006185,8,2004.0,0.0,Unstable
CD006185,9,2005.0,0.0,Unstable
CD006185,10,2005.0,0.0,Unstable
CD006185,11,2005.0,0.0,Unstable
CD006185,12,2006.0,0.0,Unstable
CD006185,13,2006.0,0.0,Unstable
CD006185,14,2006.0,0.0,Unstable
CD006185,15,2006.0,0.0,Unstable
