review_id,k,year,score,classification
CD001321,5,2007.0,25.0,Unstable
CD001321,6,2008.0,0.0,Unstable
CD001321,7,2009.0,62.5,Fragile
CD001321,8,2010.0,25.0,Unstable
CD001321,9,2010.0,37.5,Unstable
CD001321,10,2011.0,75.0,Moderate
CD001321,11,2011.0,25.0,Unstable
CD001321,12,2012.0,62.5,Fragile
CD001321,13,2012.0,62.5,Fragile
CD001321,14,2013.0,75.0,Moderate
CD001321,15,2014.0,75.0,Moderate
CD001321,16,2014.0,75.0,Moderate
CD001321,17,2014.0,75.0,Moderate
CD001321,18,2015.0,75.0,Moderate
CD001321,19,2015.0,75.0,Moderate
CD001321,20,2016.0,87.5,Moderate
CD001321,21,2016.0,87.5,Moderate
CD001321,22,2016.0,87.5,Moderate
CD001321,23,2016.0,87.5,Moderate
CD001321,24,2016.0,100.0,Robust
CD001321,25,2017.0,100.0,Robust
CD001321,26,2018.0,100.0,Robust
CD001321,27,2020.0,100.0,Robust
CD001396,3,1995.0,62.5,Fragile
CD001396,4,1996.0,100.0,Robust
CD001396,5,1997.0,100.0,Robust
CD001396,6,1997.0,100.0,Robust
CD001396,7,1997.0,100.0,Robust
CD001396,8,1998.0,100.0,Robust
CD001396,9,1998.0,100.0,Robust
CD001396,10,1998.0,100.0,Robust
CD001396,11,1999.0,100.0,Robust
CD001396,12,2001.0,100.0,Robust
CD001396,13,2001.0,100.0,Robust
CD001396,14,2002.0,100.0,Robust
CD001396,15,2004.0,100.0,Robust
CD001396,16,2004.0,100.0,Robust
CD001396,17,2004.0,100.0,Robust
CD001396,18,2004.0,100.0,Robust
CD001396,19,2005.0,100.0,Robust
CD001396,20,2005.0,100.0,Robust
CD001396,21,2005.0,100.0,Robust
CD001396,22,2005.0,100.0,Robust
CD001396,23,2006.0,100.0,Robust
CD001396,24,2006.0,100.0,Robust
CD001396,25,2007.0,100.0,Robust
CD001396,26,2007.0,100.0,Robust
CD001396,27,2008.0,100.0,Robust
CD001396,28,2008.0,100.0,Robust
CD001396,29,2013.0,100.0,Robust
CD001396,30,2015.0,100.0,Robust
CD001431,3,1997.0,0.0,Unstable
CD001431,4,1999.0,0.0,Unstable
CD001431,5,1999.0,0.0,Unstable
CD001431,6,1999.0,0.0,Unstable
CD001431,7,2000.0,0.0,Unstable
CD001431,8,2000.0,0.0,Unstable
CD001431,9,2000.0,0.0,Unstable
CD001431,10,2001.0,0.0,Unstable
CD001431,11,2001.0,0.0,Unstable
CD001431,12,2001.0,0.0,Unstable
CD001431,13,2001.0,0.0,Unstable
CD001431,14,2001.0,0.0,Unstable
CD001431,15,2001.0,0.0,Unstable
CD001431,16,2002.0,0.0,Unstable
CD001431,17,2002.0,0.0,Unstable
CD001431,18,2002.0,0.0,Unstable
CD001431,19,2003.0,0.0,Unstable
CD001431,20,2004.0,0.0,Unstable
CD001431,21,2004.0,12.5,Unstable
CD001431,22,2004.0,0.0,Unstable
CD001431,23,2007.0,0.0,Unstable
CD001431,24,2007.0,0.0,Unstable
CD001431,25,2007.0,0.0,Unstable
CD001431,26,2008.0,0.0,Unstable
CD001431,27,2008.0,0.0,Unstable
CD001431,28,2008.0,0.0,Unstable
CD001431,29,2009.0,0.0,Unstable
CD001431,30,2009.0,0.0,Unstable
CD001431,31,2009.0,0.0,Unstable
CD001431,32,2010.0,0.0,Unstable
CD001431,33,2010.0,0.0,Unstable
CD001431,34,2010.0,0.0,Unstable
CD001431,35,2010.0,0.0,Unstable
CD001431,36,2010.0,0.0,Unstable
CD001431,37,2010.0,0.0,Unstable
CD001431,38,2012.0,0.0,Unstable
CD001431,39,2012.0,0.0,Unstable
CD001431,40,2012.0,0.0,Unstable
CD001431,41,2012.0,0.0,Unstable
CD001431,42,2012.0,0.0,Unstable
CD001431,43,2012.0,0.0,Unstable
CD001431,44,2012.0,0.0,Unstable
CD001431,45,2012.0,0.0,Unstable
CD001431,46,2012.0,0.0,Unstable
CD001431,47,2013.0,0.0,Unstable
CD001431,48,2017.0,0.0,Unstable
CD001431,49,2017.0,0.0,Unstable
CD001431,50,2017.0,0.0,Unstable
CD001431,51,2018.0,0.0,Unstable
CD001431,52,2020.0,0.0,Unstable
CD001431,53,2021.0,0.0,Unstable
CD001431,54,2021.0,0.0,Unstable
CD001431,55,2021.0,0.0,Unstable
CD001431,56,2021.0,0.0,Unstable
CD001431,57,2021.0,0.0,Unstable
CD001431,58,2021.0,0.0,Unstable
CD001431,59,2022.0,0.0,Unstable
CD001431,60,2022.0,0.0,Unstable
CD001431,61,2022.0,0.0,Unstable
CD001533,3,1993.0,0.0,Unstable
CD001533,4,1993.0,0.0,Unstable
CD001533,5,1993.0,0.0,Unstable
CD001533,6,1993.0,0.0,Unstable
CD001533,7,1995.0,0.0,Unstable
CD001533,8,1995.0,0.0,Unstable
CD001533,9,1995.0,0.0,Unstable
CD001533,10,1995.0,0.0,Unstable
CD001533,11,1996.0,0.0,Unstable
CD001533,12,1996.0,0.0,Unstable
CD001533,13,1999.0,0.0,Unstable
CD001533,14,1999.0,0.0,Unstable
CD001533,15,2000.0,0.0,Unstable
CD001533,16,2000.0,0.0,Unstable
CD001533,17,2012.0,0.0,Unstable
CD001533,18,2012.0,0.0,Unstable
CD001533,19,2019.0,0.0,Unstable
CD001533,20,2019.0,50.0,Fragile
CD001533,21,2019.0,0.0,Unstable
CD001703,3,1990.0,0.0,Unstable
CD001703,4,1998.0,0.0,Unstable
CD001703,5,1999.0,0.0,Unstable
CD001703,6,1999.0,50.0,Fragile
CD001703,7,2005.0,100.0,Robust
CD001703,8,2007.0,100.0,Robust
CD001703,9,2007.0,100.0,Robust
CD001703,10,2009.0,100.0,Robust
CD001703,11,2009.0,100.0,Robust
CD001703,12,2009.0,100.0,Robust
CD001703,13,2010.0,100.0,Robust
CD001703,14,2010.0,100.0,Robust
CD001703,15,2014.0,100.0,Robust
CD001703,16,2015.0,100.0,Robust
CD001703,17,2016.0,100.0,Robust
CD001703,18,2016.0,100.0,Robust
CD001703,19,2018.0,100.0,Robust
CD001703,20,2020.0,100.0,Robust
CD001703,21,2020.0,100.0,Robust
CD001797,3,1996.0,50.0,Fragile
CD001797,4,2001.0,100.0,Robust
CD001797,5,2008.0,100.0,Robust
CD001837,3,1992.0,50.0,Fragile
CD001837,4,1993.0,100.0,Robust
CD001837,5,1994.0,100.0,Robust
CD001837,6,1994.0,100.0,Robust
CD001837,7,1997.0,100.0,Robust
CD001837,8,1997.0,100.0,Robust
CD001837,9,1997.0,100.0,Robust
CD001837,10,1997.0,100.0,Robust
CD001837,11,1998.0,100.0,Robust
CD001837,12,1998.0,100.0,Robust
CD001837,13,2000.0,100.0,Robust
CD001837,14,2000.0,100.0,Robust
CD001837,15,2000.0,100.0,Robust
CD001837,16,2002.0,100.0,Robust
CD001837,17,2002.0,100.0,Robust
CD001837,18,2002.0,100.0,Robust
CD001837,19,2003.0,100.0,Robust
CD001837,20,2003.0,100.0,Robust
CD001837,21,2003.0,100.0,Robust
CD001837,22,2003.0,100.0,Robust
CD001837,23,2004.0,100.0,Robust
CD001837,24,2004.0,100.0,Robust
CD001837,25,2005.0,100.0,Robust
CD001837,26,2005.0,100.0,Robust
CD001837,27,2005.0,100.0,Robust
CD001837,28,2005.0,100.0,Robust
CD001837,29,2005.0,100.0,Robust
CD001837,30,2005.0,100.0,Robust
CD001837,31,2005.0,100.0,Robust
CD001837,32,2006.0,100.0,Robust
CD001837,33,2006.0,100.0,Robust
CD001837,34,2007.0,100.0,Robust
CD001837,35,2007.0,100.0,Robust
CD001837,36,2008.0,100.0,Robust
CD001837,37,2009.0,100.0,Robust
CD001837,38,2010.0,100.0,Robust
CD001837,39,2010.0,100.0,Robust
CD001837,40,2011.0,100.0,Robust
CD001837,41,2011.0,100.0,Robust
CD001837,42,2015.0,100.0,Robust
CD001837,43,2017.0,100.0,Robust
CD001837,44,2017.0,100.0,Robust
CD001837,45,2018.0,100.0,Robust
CD001837,46,2019.0,100.0,Robust
CD001837,47,2020.0,100.0,Robust
CD001837,48,2020.0,100.0,Robust
CD001837,49,2022.0,100.0,Robust
CD001909,3,1989.0,0.0,Unstable
CD001909,4,1989.0,50.0,Fragile
CD001909,5,1990.0,50.0,Fragile
CD001909,6,1990.0,50.0,Fragile
CD001909,7,1993.0,100.0,Robust
CD001909,8,1993.0,100.0,Robust
CD001909,9,1993.0,50.0,Fragile
CD001909,10,1993.0,50.0,Fragile
CD001909,11,1993.0,100.0,Robust
CD001909,12,1993.0,100.0,Robust
CD001909,13,1993.0,100.0,Robust
CD001909,14,1993.0,100.0,Robust
CD001909,15,1993.0,100.0,Robust
CD001909,16,1994.0,100.0,Robust
CD001909,17,1994.0,100.0,Robust
CD001909,18,1996.0,100.0,Robust
CD001909,19,1996.0,100.0,Robust
CD001909,20,1999.0,100.0,Robust
CD001909,21,1999.0,100.0,Robust
CD001909,22,2007.0,100.0,Robust
CD001909,23,2007.0,100.0,Robust
CD001909,24,2010.0,100.0,Robust
CD001909,25,2010.0,100.0,Robust
CD002042,3,1992.0,37.5,Unstable
CD002042,4,1995.0,75.0,Moderate
CD002042,5,1997.0,87.5,Moderate
CD002042,6,1998.0,100.0,Robust
CD002042,7,1999.0,100.0,Robust
CD002042,8,1999.0,100.0,Robust
CD002042,9,1999.0,100.0,Robust
CD002042,10,1999.0,100.0,Robust
CD002042,11,2005.0,100.0,Robust
CD002042,12,2008.0,100.0,Robust
CD002042,13,2009.0,100.0,Robust
CD002042,14,2010.0,100.0,Robust
CD002042,15,2011.0,100.0,Robust
CD002042,16,2011.0,100.0,Robust
CD002042,17,2012.0,100.0,Robust
CD002042,18,2013.0,100.0,Robust
CD002042,19,2013.0,100.0,Robust
CD002042,20,2013.0,100.0,Robust
CD002042,21,2013.0,100.0,Robust
CD002042,22,2013.0,100.0,Robust
CD002042,23,2014.0,100.0,Robust
CD002042,24,2014.0,100.0,Robust
CD002042,25,2014.0,100.0,Robust
CD002042,26,2014.0,100.0,Robust
CD002042,27,2015.0,100.0,Robust
CD002042,28,2015.0,100.0,Robust
CD002042,29,2015.0,100.0,Robust
CD002042,30,2015.0,100.0,Robust
CD002042,31,2016.0,100.0,Robust
CD002042,32,2017.0,100.0,Robust
CD002042,33,2017.0,100.0,Robust
CD002042,34,2017.0,100.0,Robust
CD002042,35,2017.0,100.0,Robust
CD002042,36,2018.0,100.0,Robust
CD002042,37,2019.0,100.0,Robust
CD002042,38,2019.0,100.0,Robust
CD002042,39,2020.0,100.0,Robust
CD002042,40,2020.0,100.0,Robust
CD002042,41,2020.0,100.0,Robust
CD002042,42,2021.0,100.0,Robust
CD002042,43,2023.0,100.0,Robust
CD002042,44,0,100.0,Robust
CD002042,45,0,100.0,Robust
CD002042,46,0,100.0,Robust
CD002042,47,0,100.0,Robust
CD002042,48,0,100.0,Robust
CD002042,49,0,100.0,Robust
CD002042,50,0,100.0,Robust
CD002042,51,0,100.0,Robust
CD002042,52,0,100.0,Robust
CD002042,53,0,100.0,Robust
CD002112,3,2001.0,0.0,Unstable
CD002112,4,2005.0,12.5,Unstable
CD002112,5,2005.0,12.5,Unstable
CD002112,6,2007.0,12.5,Unstable
CD002112,7,2007.0,75.0,Moderate
CD002112,8,2008.0,62.5,Fragile
CD002112,9,2012.0,50.0,Fragile
CD002112,10,2013.0,62.5,Fragile
CD002112,11,2013.0,87.5,Moderate
CD002112,12,2016.0,87.5,Moderate
CD002112,13,2016.0,87.5,Moderate
CD002112,14,2017.0,100.0,Robust
CD002112,15,2019.0,100.0,Robust
CD002112,16,2020.0,100.0,Robust
CD002112,17,2021.0,100.0,Robust
CD002112,18,2021.0,100.0,Robust
CD002112,19,2021.0,100.0,Robust
CD002112,20,2022.0,100.0,Robust
CD002112,21,0,100.0,Robust
CD002115,3,2020.0,50.0,Fragile
CD002115,4,2021.0,62.5,Fragile
CD002115,5,2022.0,100.0,Robust
CD002122,3,2001.0,0.0,Unstable
CD002122,4,2001.0,0.0,Unstable
CD002122,5,2001.0,0.0,Unstable
CD002122,6,2001.0,0.0,Unstable
CD002122,7,2001.0,0.0,Unstable
CD002122,8,2001.0,0.0,Unstable
CD002122,9,2001.0,0.0,Unstable
CD002122,10,2001.0,0.0,Unstable
CD002122,11,2001.0,0.0,Unstable
CD002122,12,2002.0,0.0,Unstable
CD002122,13,2002.0,0.0,Unstable
CD002122,14,2002.0,25.0,Unstable
CD002122,15,2009.0,62.5,Fragile
CD002122,16,2009.0,87.5,Moderate
CD002122,17,2009.0,0.0,Unstable
CD002122,18,2012.0,0.0,Unstable
CD002122,19,2012.0,0.0,Unstable
CD002122,20,2012.0,25.0,Unstable
CD002122,21,2012.0,75.0,Moderate
CD002122,22,2012.0,62.5,Fragile
CD002122,23,2012.0,75.0,Moderate
CD002122,24,2012.0,75.0,Moderate
CD002122,25,2012.0,75.0,Moderate
CD002122,26,2012.0,75.0,Moderate
CD002122,27,2012.0,75.0,Moderate
CD002122,28,2016.0,75.0,Moderate
CD002122,29,2016.0,0.0,Unstable
CD002122,30,2016.0,0.0,Unstable
CD002122,31,2016.0,0.0,Unstable
CD002122,32,2016.0,0.0,Unstable
CD002122,33,2016.0,12.5,Unstable
CD002122,34,2018.0,0.0,Unstable
CD002122,35,2018.0,0.0,Unstable
CD002122,36,2018.0,0.0,Unstable
CD002122,37,2018.0,0.0,Unstable
CD002122,38,2018.0,0.0,Unstable
CD002122,39,2021.0,0.0,Unstable
CD002122,40,2021.0,0.0,Unstable
CD002122,41,2021.0,0.0,Unstable
CD002122,42,2021.0,0.0,Unstable
CD002122,43,2021.0,0.0,Unstable
CD002122,44,2021.0,0.0,Unstable
CD002122,45,2021.0,0.0,Unstable
CD002122,46,2021.0,0.0,Unstable
CD002122,47,2021.0,25.0,Unstable
CD002122,48,2021.0,25.0,Unstable
CD002122,49,0,0.0,Unstable
CD002122,50,0,0.0,Unstable
CD002122,51,0,0.0,Unstable
CD002122,52,0,0.0,Unstable
CD002122,53,0,0.0,Unstable
CD002122,54,0,0.0,Unstable
CD002122,55,0,0.0,Unstable
CD002122,56,0,0.0,Unstable
CD002203,3,2003.0,0.0,Unstable
CD002203,4,2003.0,0.0,Unstable
CD002203,5,2003.0,0.0,Unstable
CD002203,6,2003.0,0.0,Unstable
CD002203,7,2003.0,0.0,Unstable
CD002203,8,2003.0,0.0,Unstable
CD002203,9,2003.0,0.0,Unstable
CD002203,10,2003.0,0.0,Unstable
CD002203,11,2003.0,0.0,Unstable
CD002203,12,2003.0,0.0,Unstable
CD002203,13,2003.0,0.0,Unstable
CD002203,14,2003.0,0.0,Unstable
CD002203,15,2003.0,0.0,Unstable
CD002203,16,2003.0,0.0,Unstable
CD002203,17,2003.0,0.0,Unstable
CD002203,18,2003.0,0.0,Unstable
CD002203,19,2003.0,0.0,Unstable
CD002203,20,2003.0,0.0,Unstable
CD002203,21,2003.0,0.0,Unstable
CD002203,22,2006.0,0.0,Unstable
CD002203,23,2006.0,0.0,Unstable
CD002203,24,2006.0,0.0,Unstable
CD002203,25,2006.0,0.0,Unstable
CD002203,26,2006.0,0.0,Unstable
CD002203,27,2006.0,0.0,Unstable
CD002203,28,2006.0,0.0,Unstable
CD002203,29,2007.0,0.0,Unstable
CD002203,30,2010.0,0.0,Unstable
CD002203,31,2010.0,0.0,Unstable
CD002203,32,2010.0,0.0,Unstable
CD002203,33,2010.0,0.0,Unstable
CD002203,34,2010.0,0.0,Unstable
CD002203,35,2010.0,0.0,Unstable
CD002203,36,2010.0,0.0,Unstable
CD002203,37,2010.0,0.0,Unstable
CD002203,38,2010.0,0.0,Unstable
CD002203,39,2010.0,12.5,Unstable
CD002203,40,2010.0,25.0,Unstable
CD002203,41,2010.0,25.0,Unstable
CD002203,42,2010.0,25.0,Unstable
CD002203,43,2010.0,25.0,Unstable
CD002203,44,2018.0,25.0,Unstable
CD002203,45,2018.0,25.0,Unstable
CD002203,46,2018.0,25.0,Unstable
CD002203,47,2018.0,25.0,Unstable
CD002203,48,2018.0,25.0,Unstable
CD002203,49,2020.0,25.0,Unstable
CD002203,50,2020.0,25.0,Unstable
CD002243,3,1987.0,0.0,Unstable
CD002243,4,1987.0,0.0,Unstable
CD002243,5,1987.0,0.0,Unstable
CD002243,6,1987.0,0.0,Unstable
CD002243,7,1987.0,0.0,Unstable
CD002243,8,1987.0,0.0,Unstable
CD002243,9,1988.0,0.0,Unstable
CD002243,10,1988.0,0.0,Unstable
CD002243,11,1988.0,0.0,Unstable
CD002243,12,1996.0,0.0,Unstable
CD002243,13,1998.0,0.0,Unstable
CD002243,14,1998.0,0.0,Unstable
CD002243,15,1998.0,0.0,Unstable
CD002243,16,1998.0,0.0,Unstable
CD002243,17,1999.0,0.0,Unstable
CD002243,18,1999.0,0.0,Unstable
CD002243,19,1999.0,0.0,Unstable
CD002243,20,1999.0,0.0,Unstable
CD002243,21,1999.0,0.0,Unstable
CD002243,22,1999.0,0.0,Unstable
CD002243,23,1999.0,0.0,Unstable
CD002243,24,1999.0,0.0,Unstable
CD002243,25,2002.0,0.0,Unstable
CD002243,26,2002.0,0.0,Unstable
CD002243,27,2002.0,0.0,Unstable
CD002243,28,2002.0,0.0,Unstable
CD002243,29,2002.0,0.0,Unstable
CD002243,30,2002.0,0.0,Unstable
CD002243,31,2002.0,12.5,Unstable
CD002243,32,2005.0,25.0,Unstable
CD002243,33,2005.0,37.5,Unstable
CD002243,34,2005.0,25.0,Unstable
CD002243,35,2005.0,25.0,Unstable
CD002243,36,2005.0,37.5,Unstable
CD002243,37,2005.0,100.0,Robust
CD002243,38,2005.0,100.0,Robust
CD002243,39,2006.0,100.0,Robust
CD002243,40,2006.0,100.0,Robust
CD002243,41,2007.0,100.0,Robust
CD002243,42,2007.0,100.0,Robust
CD002243,43,2007.0,100.0,Robust
CD002243,44,2007.0,100.0,Robust
CD002243,45,2007.0,100.0,Robust
CD002243,46,2007.0,100.0,Robust
CD002243,47,2008.0,100.0,Robust
CD002243,48,2008.0,100.0,Robust
CD002243,49,2008.0,100.0,Robust
CD002243,50,2008.0,100.0,Robust
CD002243,51,2008.0,100.0,Robust
CD002243,52,2008.0,100.0,Robust
CD002243,53,2008.0,100.0,Robust
CD002243,54,2010.0,100.0,Robust
CD002243,55,2010.0,100.0,Robust
CD002243,56,2010.0,100.0,Robust
CD002243,57,2011.0,100.0,Robust
CD002243,58,2011.0,100.0,Robust
CD002243,59,2011.0,100.0,Robust
CD002243,60,2011.0,100.0,Robust
CD002243,61,2011.0,100.0,Robust
CD002243,62,2011.0,75.0,Moderate
CD002243,63,2011.0,75.0,Moderate
CD002243,64,2011.0,75.0,Moderate
CD002243,65,2011.0,75.0,Moderate
CD002243,66,2011.0,75.0,Moderate
CD002243,67,2011.0,0.0,Unstable
CD002243,68,2011.0,0.0,Unstable
CD002243,69,2011.0,0.0,Unstable
CD002243,70,2012.0,0.0,Unstable
CD002243,71,2012.0,25.0,Unstable
CD002243,72,2012.0,75.0,Moderate
CD002243,73,2013.0,75.0,Moderate
CD002243,74,2013.0,87.5,Moderate
CD002243,75,2013.0,100.0,Robust
CD002243,76,2014.0,100.0,Robust
CD002243,77,2014.0,100.0,Robust
CD002243,78,2014.0,100.0,Robust
CD002243,79,2014.0,100.0,Robust
CD002243,80,2014.0,100.0,Robust
CD002243,81,2014.0,100.0,Robust
CD002243,82,2014.0,100.0,Robust
CD002243,83,2014.0,75.0,Moderate
CD002243,84,2014.0,75.0,Moderate
CD002243,85,2015.0,100.0,Robust
CD002243,86,2015.0,100.0,Robust
CD002243,87,2015.0,100.0,Robust
CD002243,88,2015.0,100.0,Robust
CD002243,89,2016.0,100.0,Robust
CD002243,90,2016.0,87.5,Moderate
CD002243,91,2016.0,75.0,Moderate
CD002243,92,2016.0,75.0,Moderate
CD002243,93,2016.0,100.0,Robust
CD002243,94,2016.0,75.0,Moderate
CD002243,95,2016.0,75.0,Moderate
CD002243,96,2016.0,75.0,Moderate
CD002243,97,2016.0,75.0,Moderate
CD002243,98,2016.0,75.0,Moderate
CD002243,99,2016.0,75.0,Moderate
CD002243,100,2016.0,75.0,Moderate
CD002243,101,2017.0,75.0,Moderate
CD002243,102,2017.0,75.0,Moderate
CD002243,103,2017.0,62.5,Fragile
CD002243,104,2017.0,75.0,Moderate
CD002243,105,2017.0,75.0,Moderate
CD002243,106,2017.0,75.0,Moderate
CD002243,107,2017.0,75.0,Moderate
CD002243,108,2017.0,12.5,Unstable
CD002243,109,2017.0,25.0,Unstable
CD002243,110,2017.0,37.5,Unstable
CD002243,111,2017.0,0.0,Unstable
CD002243,112,2017.0,0.0,Unstable
CD002243,113,2018.0,0.0,Unstable
CD002243,114,2018.0,100.0,Robust
CD002243,115,2018.0,100.0,Robust
CD002243,116,2018.0,100.0,Robust
CD002243,117,2018.0,100.0,Robust
CD002243,118,2018.0,100.0,Robust
CD002243,119,2018.0,100.0,Robust
CD002243,120,2018.0,100.0,Robust
CD002243,121,2020.0,100.0,Robust
CD002243,122,2020.0,100.0,Robust
CD002243,123,2020.0,100.0,Robust
CD002243,124,2020.0,100.0,Robust
